구_동,PC방,가구 소매업,가발 소매업,가방 소매업,가스 충전소,가전제품 소매업,가전제품 수리업,가정용 연료 소매업,가죽/가방/신발 수선업,가축 사료 소매업,건강보조식품 소매업,건물 및 토목 엔지니어링 서비스업,건설/건축자재 소매업,건설기계/장비 대여업,건어물/젓갈 소매업,건축 설계 및 관련 서비스업,건축물 일반 청소업,결혼 상담 서비스업,경양식,경영 컨설팅업,고용 알선업,곡물/곡분 소매업,골프 연습장,곱창 전골/구이,공인노무사,공인회계사,광고 대행업,광고 매체 판매업,광고물 설계/제작업,교육컨설팅업,구내식당,국/탕/찌개류,국수/칼국수,그 외 기타 간이 음식점,그 외 기타 개인/가정용품 수리업,그 외 기타 교육기관,그 외 기타 상품 전문 소매업,그 외 기타 숙박업,그 외 기타 종합 소매업,기념품점,기숙사/고시원,기타 개인/가정용품 대여업,기타 건설/건축자재 소매업,기타 광고 관련 서비스업,기타 교육지원 서비스업,기타 기술/직업 훈련학원,기타 동남아식 전문,기타 법무관련 서비스업,기타 사무 지원 서비스업,기타 산업용 기계/장비 대여업,기타 서양식 음식점,기타 스포츠시설 운영업,기타 엔지니어링 서비스업,기타 여행 보조/예약 서비스업,기타 예술/스포츠 교육기관,기타 오락관련 서비스업,기타 오락장,기타 운송장비 대여업,기타 의류 소매업,기타 의원,기타 일식 음식점,기타 한식 음식점,기타 회계 관련 서비스업,김밥/만두/분식,꽃집,낚시터 운영업,남성 의류 소매업,내과/소아과 의원,냉면/밀면,네일숍,노래방,닭/오리고기 구이/찜,담배/전자담배 소매업,당구장,도시 계획 및 조경 설계 서비스업,독서실/스터디 카페,동물병원,돼지고기 구이/찜,떡/한과,레크리에이션 교육기관,마라탕/훠궈,마사지/안마,만화방,명함/간판/광고물 제작,모터사이클 및 부품 소매업,모터사이클 수리업,목욕탕/사우나,무도 유흥 주점,문구/회화용품 소매업,미술학원,미용실,바둑/장기/체스 경기 운영업,반찬/식료품 소매업,방사선 진단/병리 검사 의원,백반/한정식,버거,번역/통역 서비스업,법무사,베트남식 전문,벽지/장판/마루 소매업,변리사,변호사,복 요리 전문,복권 발행/판매업,복사업,볼링장,부동산 중개/대리업,분류 안된 외국식 음식점,뷔페,비디오방,빵/도넛,사무기기 소매업,사업/무형 재산권 중개업,사업시설 유지·관리 서비스업,사진기/기타 광학기기 소매업,사진촬영업,사회교육시설,산부인과 의원,"산업설비, 운송장비 및 공공장소 청소업",상용 인력 공급 및 인사관리 서비스업,생맥주 전문,생수/음료 소매업,서점,성형외과 의원,세무사,세탁소,셀프 빨래방,소고기 구이/찜,"소독, 구충 및 방제 서비스업",수산물 소매업,수상/해양 레저업,수영장,슈퍼마켓,스쿼시/라켓볼장,스포츠/레크리에이션 용품 대여업,시각 디자인업,시계/귀금속 소매업,시계/귀금속/악기 수리업,시장 조사 및 여론 조사업,신경/정신과 의원,신발 소매업,실/섬유제품 소매업,아이스크림 할인점,아이스크림/빙수,악기 소매업,안경렌즈 소매업,안과 의원,애완동물/애완용품 소매업,액세서리/잡화 소매업,약국,얼음 소매업,여관/모텔,여성 의류 소매업,여행사,예술품 소매업,예식장업,옥외/전시 광고 대행업,외과 의원,외국어학원,요가/필라테스 학원,요리 주점,요양병원,우유 소매업,운동용품 소매업,운전학원,유사 의료업,유아용 의류 소매업,음반/비디오물 대여업,음반/비디오물 소매업,음악학원,의료기기 소매업,의류 대여업,의류/이불 수선업,이비인후과 의원,인테리어 디자인업,일반 유흥 주점,일반병원,일식 면 요리,일식 카레/돈가스/덮밥,일식 회/초밥,임시/일용 인력 공급업,입시·교과학원,자동차 대여업,자동차 부품 소매업,자동차 세차장,자동차 정비소,자전거 소매업,장난감 소매업,장례식장,전/부침개,전기용품/조명장치 소매업,전문자격/고시학원,전시/컨벤션/행사 대행 서비스업,전자 게임장,정육점,제품 디자인업,조경 유지·관리 서비스업,족발/보쌈,종합 스포츠시설,종합병원,주류 소매업,주방/가정용품 소매업,주유소,중고 상품 소매업,중국집,직원 훈련기관,채소/과일 소매업,철물/공구 소매업,청소년 수련시설,체형/비만 관리,치과병원,치과의원,치킨,침구류/커튼 소매업,카페,캠핑/글램핑,컴퓨터 학원,컴퓨터/노트북/프린터 수리업,컴퓨터/사무기기 대여업,컴퓨터/소프트웨어 소매업,타이어 소매업,탁구장,태권도/무술학원,테니스장,토스트/샌드위치/샐러드,파스타/스테이크,패밀리레스토랑,패션/섬유/기타 전문 디자인업,펜션,편의점,포장/충전업,피부 관리실,피부/비뇨기과 의원,피자,한방병원,한복 소매업,한의원,해산물 구이/찜,핸드폰 소매업,핸드폰/통신장비 수리업,행정사,헬스장,호텔/리조트,화장터/묘지/납골당,화장품 소매업,환경 관련 엔지니어링 서비스업,횟집,포토부스 개수,학교 개수,대학교 개수
강남구 율현동,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,2,1,0,10,1,0,2,0,0,0,6,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,4,16,4,13,17,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
강남구 일원동,6,1,0,0,0,1,7,0,0,0,3,1,1,0,1,11,12,0,8,21,2,0,5,2,1,0,17,1,3,2,2,6,3,1,3,0,1,0,1,1,5,0,0,0,7,5,0,2,0,0,1,2,2,1,1,0,0,0,11,0,0,0,0,17,3,0,1,1,1,8,16,2,1,7,1,7,3,8,4,2,1,1,0,6,0,2,0,0,4,3,45,0,13,0,48,2,0,1,0,2,2,0,0,4,0,0,60,0,1,0,11,0,1,4,0,8,0,0,0,0,7,1,1,0,1,14,4,3,2,3,0,0,14,0,0,3,4,0,0,0,0,0,0,1,0,7,0,0,0,27,1,1,9,2,3,0,1,1,1,17,12,0,0,3,0,4,0,0,0,4,9,0,3,1,13,3,0,1,1,7,1,17,2,3,7,14,2,1,0,2,1,0,9,0,4,2,0,3,1,1,4,4,2,2,6,2,1,6,1,1,0,5,16,2,41,0,0,4,0,3,0,2,2,2,3,0,0,0,0,25,0,9,2,10,0,1,3,2,3,0,1,6,0,0,7,2,5,0.0,8.0,0.0
강남구 자곡동,2,2,0,1,2,1,0,0,0,0,0,7,0,0,0,22,2,0,0,29,1,0,1,0,1,1,16,1,1,2,3,7,0,0,5,1,1,0,0,1,0,0,1,2,5,1,0,0,1,2,0,0,2,0,1,1,0,0,4,0,0,0,0,5,3,0,0,4,0,6,0,1,0,0,2,3,3,3,0,1,0,2,0,3,0,0,0,0,2,3,10,0,0,0,10,1,2,2,0,0,0,0,1,1,0,0,37,0,0,0,8,0,2,2,2,7,0,0,1,0,3,1,3,0,1,4,3,0,1,0,0,1,14,0,0,9,0,0,2,0,1,0,0,1,0,2,0,0,0,5,0,0,3,1,0,0,0,0,4,10,3,0,0,1,0,0,0,0,0,3,2,0,0,0,9,1,0,0,1,3,1,15,3,2,0,0,1,0,0,0,0,0,9,0,2,8,0,1,0,0,1,0,2,0,2,1,0,0,0,1,0,2,9,0,19,0,0,0,0,1,0,0,1,1,0,1,0,6,0,10,0,1,0,6,0,0,0,0,3,0,1,2,0,0,5,2,1,0.0,4.0,0.0
강남구 청담동,2,23,1,30,0,7,4,0,5,0,15,6,0,1,1,80,15,48,156,339,6,2,15,3,2,11,197,3,28,31,13,4,10,5,2,17,5,0,8,5,1,4,2,14,22,22,0,1,9,3,0,2,9,5,6,8,4,1,82,12,1,1,0,30,31,0,26,17,0,28,6,0,2,0,4,5,13,35,2,12,1,9,0,8,1,0,3,2,4,13,227,0,14,0,135,3,9,7,8,1,0,20,0,3,1,1,220,0,2,0,31,1,13,5,0,125,0,1,1,1,8,1,2,43,75,17,1,2,0,0,1,0,25,1,1,46,65,0,8,2,8,5,0,0,0,6,2,15,14,30,0,5,66,31,76,7,4,4,5,96,66,0,0,22,2,9,3,0,0,12,11,86,21,0,52,32,1,0,3,85,11,34,0,0,6,12,0,2,1,0,2,0,64,0,0,20,1,2,1,0,6,13,2,7,19,4,3,2,1,11,2,16,10,10,93,0,0,6,0,6,0,0,3,7,1,3,0,12,3,60,2,88,86,12,0,12,10,3,7,0,5,51,3,0,114,1,13,2.0,4.0,0.0
강동구 강일동,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,3,1,0,2,1,0,0,1,0,0,2,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,11,1,0,0,5,0,2,1,0,0,1,1,4,2,5,1,1,0,0,0,0,0,0,0,0,3,5,21,0,2,0,10,2,0,0,1,0,0,0,0,1,0,0,11,0,1,0,6,0,1,0,0,0,0,1,0,0,0,1,1,0,2,6,1,1,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,12,0,0,1,1,1,0,0,2,1,9,1,0,0,1,0,0,0,0,0,8,0,0,1,2,1,0,0,0,0,1,0,25,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,8,12,0,11,0,1,0,0,0,0,0,10,1,1,0,0,0,0,17,0,0,1,4,0,0,3,4,2,0,0,2,0,0,1,0,5,0.0,7.0,0.0
강동구 고덕동,2,0,0,0,0,2,8,1,0,0,4,0,0,0,0,8,11,0,10,25,0,0,1,2,0,0,4,0,0,3,3,10,4,4,5,2,2,0,2,0,0,1,1,0,1,5,0,0,0,3,1,1,0,2,5,1,1,1,9,0,0,0,0,23,5,0,1,2,2,8,9,3,0,4,0,9,4,11,3,2,4,3,1,4,1,2,1,0,7,10,66,0,7,0,42,3,0,0,2,1,0,0,0,2,0,0,88,0,2,0,22,0,1,2,0,3,1,1,2,0,1,3,6,0,2,10,1,1,2,4,0,0,21,0,0,4,5,0,0,0,2,1,0,2,0,5,1,3,1,12,0,0,11,1,0,0,0,3,7,17,12,1,0,3,0,0,0,0,0,6,2,0,4,2,16,0,0,1,3,8,0,40,0,0,3,10,0,1,0,0,1,0,7,0,4,5,1,4,0,0,0,1,0,2,8,0,3,8,0,0,0,5,18,3,53,0,0,3,2,2,0,1,3,3,1,0,0,2,1,25,1,7,3,10,0,1,2,2,8,0,1,6,0,0,6,1,4,0.0,10.0,0.0
강동구 길동,7,1,1,2,0,10,14,0,2,0,18,6,3,6,4,16,15,0,12,44,3,0,8,7,1,0,35,0,8,3,1,39,18,8,7,3,7,1,4,6,26,8,2,2,5,6,0,0,0,0,0,4,6,1,10,3,5,0,21,3,0,2,0,37,13,0,3,3,4,30,38,10,5,15,0,11,9,47,8,4,7,15,0,16,0,2,3,2,9,5,127,0,15,0,117,1,2,8,8,8,0,0,1,9,2,1,137,0,0,0,26,4,3,7,0,19,0,2,4,2,21,0,3,0,18,14,4,2,2,3,0,0,44,1,0,16,4,0,1,1,3,0,0,1,0,7,0,12,7,37,0,22,24,10,6,0,2,1,5,16,95,0,0,6,0,0,3,0,0,6,15,3,3,3,30,73,1,2,3,24,11,16,2,5,5,28,3,1,1,2,4,0,12,3,12,4,2,8,1,1,0,10,0,8,24,1,16,8,0,5,0,13,33,10,78,0,1,10,0,5,0,1,5,10,4,3,0,3,0,45,2,27,6,16,3,0,5,7,21,1,3,16,1,1,25,1,16,0.0,4.0,0.0
강동구 둔촌동,3,5,1,1,1,2,5,0,3,0,4,2,1,0,1,7,6,0,9,6,2,0,6,1,0,0,8,0,2,1,1,10,6,3,6,4,0,0,0,1,3,1,0,2,2,3,0,0,0,2,0,1,1,0,1,1,0,1,9,0,0,1,0,14,5,0,1,2,2,7,9,3,0,3,0,5,4,10,4,2,0,0,0,9,1,0,1,0,1,1,56,0,2,0,39,0,0,0,1,5,0,2,0,1,0,0,66,0,6,0,15,0,1,2,0,3,0,0,0,0,4,0,1,0,3,6,2,4,0,0,0,0,17,0,1,7,3,0,1,0,3,1,0,1,1,3,0,8,0,17,0,4,9,3,1,0,0,0,0,7,19,1,0,2,0,0,0,0,0,4,8,2,4,0,14,0,0,0,0,4,1,13,0,3,0,12,3,2,1,0,1,0,5,0,1,1,1,5,0,1,0,6,3,1,6,1,0,3,0,0,0,0,10,2,39,0,0,6,1,0,0,1,1,2,0,0,0,0,0,29,1,13,0,8,0,1,1,5,7,0,1,9,0,0,3,0,2,0.0,7.0,0.0
강동구 명일동,8,6,0,8,0,5,2,2,1,0,14,5,1,1,4,6,13,0,20,19,2,0,10,6,0,2,11,1,4,4,3,12,14,13,3,4,3,1,5,5,12,2,0,2,4,6,1,0,0,2,1,3,3,2,3,0,2,1,60,1,1,1,0,47,7,0,2,6,5,24,30,9,2,12,1,27,6,32,7,4,7,8,2,2,0,3,4,2,6,13,94,0,12,0,62,6,4,5,1,1,0,0,0,2,3,0,76,0,1,0,36,2,0,3,1,16,0,1,1,1,5,3,7,1,3,13,2,3,1,3,0,2,30,0,0,5,7,0,0,3,6,3,1,5,0,13,1,7,5,34,0,2,33,6,2,0,0,3,10,27,30,0,0,6,1,2,0,0,0,12,5,1,8,0,16,2,0,1,4,19,1,126,0,1,1,13,3,0,0,0,1,0,6,1,11,2,0,3,1,0,2,5,2,3,12,1,8,5,0,4,0,14,23,8,90,0,1,5,2,3,0,3,6,5,3,4,0,0,1,33,0,31,8,16,1,1,5,10,17,2,1,20,1,0,27,0,12,0.0,4.0,0.0
강동구 상일동,3,0,0,0,1,2,8,0,1,0,5,3,0,1,1,6,4,0,5,7,2,0,8,1,0,0,7,0,1,0,5,6,5,3,1,2,1,0,3,1,0,0,0,0,2,2,1,0,0,2,1,1,1,0,3,0,0,0,3,1,0,0,0,19,2,0,0,3,0,4,8,2,1,3,0,3,2,21,2,0,2,1,1,4,0,0,1,0,4,6,17,0,2,0,36,3,0,0,4,2,0,0,0,0,0,0,56,1,1,0,18,0,1,0,0,5,0,1,1,0,6,1,3,0,3,7,0,1,4,0,0,1,25,0,0,1,2,0,1,0,0,0,0,1,0,4,0,2,2,8,0,0,3,1,0,0,0,0,2,4,8,0,0,3,0,1,0,0,0,6,2,0,1,0,4,1,0,0,1,7,1,21,1,0,2,12,1,0,1,0,1,0,0,0,6,0,0,0,1,3,1,3,1,1,9,2,1,6,0,0,1,4,9,0,44,0,0,2,1,0,0,0,4,0,2,0,0,1,0,27,0,6,0,7,0,1,0,4,3,0,0,5,0,0,2,0,3,0.0,11.0,0.0
강동구 성내동,14,9,2,7,1,9,22,0,3,1,33,14,0,2,2,67,29,3,33,80,18,1,17,19,3,3,68,1,17,7,4,42,33,14,8,5,10,2,1,5,29,13,3,4,17,24,3,0,4,2,0,0,14,2,8,2,5,1,59,2,1,0,2,73,20,1,4,4,4,49,59,9,3,30,12,21,8,81,11,8,5,13,3,35,5,3,2,2,10,9,199,2,30,2,179,8,2,15,10,9,1,6,0,10,3,0,253,0,1,0,62,6,6,17,1,34,0,1,5,7,25,1,5,3,50,29,8,10,4,5,0,0,56,0,2,26,6,1,3,1,10,4,0,3,1,22,1,14,14,40,0,2,25,13,0,2,3,2,4,38,96,0,0,32,1,8,0,0,1,11,20,3,14,1,54,15,1,3,6,51,6,43,10,10,12,38,8,6,4,4,13,0,12,2,19,5,4,11,2,0,1,11,6,15,29,2,15,24,0,7,0,13,50,11,195,0,0,18,6,7,1,2,8,9,5,5,0,6,3,66,3,69,12,36,3,0,13,26,31,2,7,35,1,0,53,8,22,2.0,3.0,0.0
강동구 암사동,9,3,0,4,0,4,6,0,3,0,15,3,2,0,4,3,21,0,11,25,3,1,7,7,0,0,16,1,9,3,2,14,13,12,9,5,2,0,2,2,10,3,3,3,4,6,0,0,1,5,0,0,2,1,5,1,3,0,34,1,0,1,0,37,13,0,0,2,2,29,27,7,5,11,1,11,5,34,7,7,2,6,0,7,1,1,4,1,4,9,145,0,24,0,67,2,0,3,5,7,1,1,1,3,0,0,115,0,2,0,27,0,2,4,1,13,0,1,5,0,6,2,3,0,1,19,5,5,1,4,0,0,46,0,0,15,7,0,1,0,8,1,0,1,1,8,0,9,1,22,1,4,18,13,3,0,0,2,3,18,41,0,0,2,0,0,6,0,0,7,8,0,5,0,27,8,0,1,1,18,2,32,3,6,4,20,5,3,1,1,3,0,12,1,14,3,1,9,1,0,0,6,3,7,16,4,13,12,0,1,0,9,26,8,90,0,0,10,2,3,0,1,4,3,1,1,0,3,1,45,0,16,3,10,0,1,6,12,14,0,1,19,0,0,24,1,11,0.0,6.0,0.0
강동구 천호동,13,9,0,13,0,15,31,2,4,0,32,10,1,2,3,12,39,4,25,41,25,1,8,12,2,2,48,1,12,5,1,49,25,11,26,8,12,0,6,6,25,9,3,3,11,17,0,0,6,9,1,3,5,4,5,5,13,1,210,4,1,3,0,65,11,0,42,10,10,41,44,15,5,19,3,7,9,69,7,3,6,6,3,16,1,6,1,2,12,2,212,3,17,2,195,12,1,7,12,17,1,1,0,12,4,1,202,0,4,0,40,2,3,11,5,42,4,2,8,3,26,1,7,4,6,31,11,8,9,3,0,0,82,0,2,21,27,1,2,1,40,5,0,2,0,19,1,19,18,61,1,35,134,15,3,1,3,6,3,31,138,0,1,15,3,1,28,0,0,14,18,3,14,0,38,27,0,4,6,39,10,28,8,5,7,37,20,5,5,4,8,1,11,2,18,3,0,13,1,0,5,18,2,12,28,1,19,40,1,9,0,16,60,15,147,0,2,13,3,4,1,1,9,4,10,6,1,3,1,95,2,52,19,45,1,3,9,18,43,5,3,18,0,0,47,2,20,3.0,8.0,0.0
강북구 미아동,14,15,0,11,0,12,45,5,2,0,25,2,0,1,4,13,53,2,30,51,15,1,9,25,1,3,53,0,11,7,6,67,22,15,28,11,19,2,5,4,20,7,5,6,9,23,1,0,4,6,4,2,2,4,8,0,14,1,136,1,0,2,0,107,14,2,22,13,9,63,78,19,10,32,1,14,14,112,26,5,9,11,3,23,4,19,9,2,16,8,298,3,27,0,239,11,2,3,7,7,0,2,1,15,3,1,268,0,2,1,59,3,1,8,2,40,2,1,5,0,48,4,11,0,42,53,9,17,10,4,0,0,111,0,3,28,28,1,1,2,22,5,0,5,0,22,4,14,14,72,0,55,78,16,1,2,1,8,2,30,139,0,1,13,0,4,6,0,2,12,26,5,25,1,79,28,1,7,3,37,5,71,1,3,17,44,7,6,2,5,14,2,16,5,12,3,0,31,1,0,4,13,1,25,46,2,14,25,0,7,1,22,89,12,185,0,0,23,0,17,0,3,21,3,8,4,1,10,1,100,2,75,16,39,1,3,12,30,48,4,1,27,2,0,48,1,17,1.0,19.0,1.0
강북구 번동,4,3,0,0,3,6,13,1,0,0,10,1,0,2,0,19,12,0,9,24,9,0,6,5,2,3,29,0,8,3,1,30,11,10,3,5,3,0,5,1,9,5,1,0,10,7,1,0,1,2,1,2,5,1,1,0,5,0,24,1,0,2,0,41,5,0,1,2,2,36,32,7,5,11,1,10,3,32,4,3,2,3,0,11,1,3,3,1,8,1,104,0,8,0,76,3,2,7,6,5,0,3,0,5,0,2,88,0,1,0,16,0,4,4,1,19,0,1,2,1,9,0,5,0,6,18,2,1,0,2,0,0,40,1,0,6,4,1,3,1,5,0,1,3,0,8,0,11,7,24,0,20,12,11,1,0,4,1,0,8,57,1,0,6,0,1,1,0,0,5,6,1,3,0,24,8,0,1,1,15,6,14,3,2,6,22,1,4,3,0,4,0,5,0,6,3,0,6,1,0,0,6,4,7,12,1,4,10,0,3,0,8,24,5,75,0,0,12,2,6,1,1,5,2,2,4,0,4,0,48,1,32,8,16,0,0,3,4,19,1,3,12,0,1,25,0,3,1.0,5.0,0.0
강북구 수유동,23,9,0,6,1,12,28,2,3,0,23,1,2,0,14,50,49,3,35,26,9,1,8,20,1,2,47,1,14,4,1,56,40,17,17,6,26,0,8,6,16,7,4,1,6,30,1,0,3,4,3,2,3,4,9,1,17,2,111,1,1,3,0,82,15,2,12,10,8,52,144,16,10,34,4,16,8,105,20,5,6,16,3,21,1,8,7,2,12,6,278,4,59,1,299,6,4,9,4,13,0,4,0,14,2,2,221,0,0,2,53,2,4,7,0,31,0,0,5,3,48,2,9,3,13,32,11,9,8,6,0,0,103,0,1,29,18,0,0,0,19,7,1,2,0,18,0,19,18,61,1,47,53,13,3,0,0,1,2,36,204,1,2,5,1,6,9,0,1,8,17,0,14,0,57,63,0,4,4,44,11,37,0,10,18,58,7,7,4,4,11,0,9,7,38,2,0,24,0,1,0,25,4,20,43,2,40,27,1,5,0,10,74,22,221,0,0,19,4,7,0,3,11,2,4,9,0,1,2,120,3,58,5,29,0,3,1,29,47,4,4,22,2,1,44,2,35,3.0,9.0,1.0
강북구 우이동,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,2,5,0,0,0,0,0,0,2,0,0,0,3,8,6,2,0,1,0,0,1,1,0,0,0,1,0,3,0,0,2,0,1,1,2,0,0,1,0,0,16,1,0,0,0,6,2,0,0,0,0,1,10,2,0,4,0,0,0,13,1,1,1,0,0,0,1,0,1,0,2,0,14,1,1,0,59,1,0,0,0,1,0,0,0,1,1,0,12,0,0,0,8,0,0,0,0,3,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,10,0,1,5,0,0,0,1,1,0,0,1,0,1,0,2,2,7,0,5,3,0,2,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,2,0,1,1,3,0,0,0,7,0,29,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,2,0,2,0,0,0,2,2,0,1,1,0,0,1,0,3,1.0,1.0,0.0
강서구 가양동,0,2,0,0,1,4,4,0,1,0,7,5,0,4,0,10,5,1,3,52,2,1,5,2,1,0,32,2,6,3,2,16,6,3,1,5,3,0,2,1,0,6,2,2,1,5,0,0,4,5,0,1,11,3,2,1,0,0,9,2,0,1,0,18,4,0,3,3,1,5,6,0,2,5,1,4,4,18,7,1,0,2,0,2,0,1,1,0,5,0,34,0,2,1,41,2,3,1,1,2,1,0,1,3,0,1,45,0,0,0,11,2,2,4,0,10,2,1,2,3,1,1,2,0,8,5,1,1,2,0,1,0,12,0,2,15,4,0,0,0,3,0,0,1,0,6,0,4,0,13,0,0,2,16,0,1,1,0,0,13,17,0,0,7,0,0,0,0,1,4,4,1,0,0,14,1,0,1,1,2,3,6,10,9,17,42,3,3,0,0,1,0,4,0,4,8,1,2,1,0,0,2,4,2,10,0,0,3,0,2,0,1,20,0,46,0,0,11,5,5,1,0,3,4,1,0,0,4,1,31,0,7,2,5,0,0,5,2,11,1,1,10,0,0,20,4,1,1.0,8.0,0.0
강서구 개화동,0,1,0,1,5,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
강서구 공항동,3,1,0,1,0,3,8,0,2,0,3,3,0,0,2,2,6,1,4,14,3,0,5,3,0,0,17,0,12,0,0,14,6,0,3,1,3,0,1,2,6,3,4,1,3,6,0,0,0,1,0,0,2,1,1,1,2,0,6,1,0,0,0,16,4,0,1,3,1,4,21,1,3,5,0,3,1,25,2,4,1,1,0,6,1,0,1,0,3,1,37,1,4,0,52,2,0,2,3,4,0,0,0,4,0,0,41,0,0,0,5,3,4,0,0,10,0,0,0,4,7,1,2,1,0,7,6,0,5,1,0,1,20,0,0,2,1,0,1,0,2,0,0,1,0,2,0,4,3,10,0,6,7,10,0,1,3,0,1,5,41,0,0,4,1,0,1,0,0,2,2,0,4,0,13,4,0,0,4,3,0,5,3,2,11,20,3,1,1,0,4,0,4,0,6,1,1,3,1,0,0,6,2,3,10,4,5,6,0,0,0,1,10,3,36,0,0,7,2,4,0,0,1,0,2,1,0,0,2,34,3,5,1,8,0,0,1,2,3,2,3,4,0,0,10,0,2,0.0,3.0,1.0
강서구 과해동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
강서구 내발산동,7,0,0,0,0,0,5,0,0,0,17,1,0,0,2,4,11,0,6,22,1,1,6,2,0,0,8,0,2,1,6,16,8,7,2,4,3,0,4,1,2,2,0,1,3,8,0,1,0,0,5,0,1,0,1,1,3,0,33,0,0,1,0,42,9,0,3,4,1,15,8,3,0,6,0,18,6,20,4,6,9,4,0,4,1,0,1,0,14,6,83,0,12,0,51,3,0,1,2,2,0,2,0,4,2,0,84,0,0,0,26,0,2,5,0,11,0,0,0,1,1,0,2,0,3,14,4,0,0,3,1,1,33,0,0,4,3,0,0,1,1,0,0,2,0,5,1,8,3,23,0,3,9,9,1,2,0,0,4,23,17,0,1,2,0,0,4,0,0,13,13,1,4,1,19,0,1,1,2,15,2,97,1,4,6,7,3,1,1,0,4,0,6,0,8,1,0,5,0,1,0,8,2,3,11,1,10,3,0,2,0,7,26,5,67,0,1,10,1,3,0,1,11,2,3,1,0,2,1,29,0,12,8,15,0,2,3,4,15,2,1,14,0,0,8,0,5,0.0,15.0,0.0
